name of data:dataDrift
number of data:1500
number of attributes:5
various training number:75  150  225  300  375  450  525  600  675  750

liner logistic regression
0.45154	0.46404	0.1325	0.32962	0.13497	2.2794	0.50468	0.20183	0.41811	0.51765
0.26218	0.16795	0.15776	0.13234	0.089605	0.44933	0.31958	0.15493	0.4148	0.38652
0.35842	0.72104	0.73963	0.60462	0.67037	0.47125	0.56074	0.66799	0.66686	0.58524
0.27389	0.088784	-0.28165	-0.2415	0.09687	1.5331	0.11235	-0.072123	0.10077	0.21328
0.13328	0.13515	-0.47891	-0.21453	0.0016397	2.1743	0.13064	-0.052851	-0.013095	0.20002
0.58489	0.2869	-0.49353	-0.20495	0.0014777	4.5409	0.83643	-0.018886	-0.01935	0.24903
0.25384	0.051335	-0.27968	-0.23976	0.095477	1.4526	0.10871	-0.070599	0.10134	0.21351

L2 liner logistic regression via 10 cross validation
0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0

gaussian kernel logistic regression
0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0

L2 gaussian kernel logistic regression via 10 cross validation
0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0
