[0.321628, 0.189223, 0.897214, 0.821781, 0.81261, 0.405016, 0.597209, 0.28224, 0.801645, 0.881697, 0.897003, 0.364493, 0.163614, 0.878993, 0.684607, 0.934767, 0.502647, 0.486249, 0.134909, 0.538236, 0.08315, 0.238072, 0.315383, 0.917303, 0.49381, 0.174608, 0.941749, 0.296449, 0.281457, 0.227127, 0.658623, 0.294649, 0.717413, 0.156686, 0.91396, 0.353556, 0.655575, 0.045233, 1.029414, 0.479973, 0.921691, 0.543281, 0.483787, 0.942505, 0.583581, 0.7693, 0.560903, 0.483336, 0.083041, 0.81332, 0.68351, 0.566207, 0.204298, 0.333837, 0.837604, 0.975097, 0.365672, 0.114795, 0.533734, 0.102687, 0.708361, 0.8485, 0.891371, 0.93784, 0.553966, 0.6912, 0.35058, 0.370326, 0.106264, 0.60855, 1.0]
[0.830916, 0.191779, 0.770302, 0.886639, 0.794449, 0.330959, 0.594752, 0.502267, 0.697229, 0.497544, 0.941464, 0.444645, 0.877217, 0.616359, 0.192285, 0.33061, 0.738553, 0.826651, 0.561296, 0.819255, 0.876448, 0.291948, 0.219498, 0.720621, 0.285462, 0.654592, 0.235665, 0.418191, 0.650858, 0.351315, 0.32503, 0.430338, 0.670273, 0.448376, 0.094828, 0.988028, 0.587148, 0.853077, 0.860438, 0.984731, 0.845997, 0.884928, 0.603586, 0.533701, 0.333221, 0.210608, 0.74062, 0.433868, 0.604575, 0.84149, 0.724051, 0.760753, 0.588164, 0.350362, 0.876499, 0.84805, 0.949671, 0.904231, 0.820639, 0.361415, 0.939874, 0.957976, 0.311002, 0.557217, 0.245135, 0.117916, 0.940023, 0.633704, 0.953587, 0.896838, 3.0]
[0.369283, 0.178994, 0.897834, 0.834832, 0.827221, 0.405794, 0.58439, 0.309247, 0.754643, 0.885661, 0.862062, 0.413995, 0.239972, 0.946381, 0.707218, 0.901161, 0.534479, 0.524355, 0.137988, 0.553212, 0.027483, 0.261751, 0.340452, 0.869839, 0.551428, 0.194469, 0.916231, 0.332194, 0.286825, 0.188962, 0.637891, 0.283987, 0.704568, 0.189214, 0.917128, 0.415843, 0.670682, 0.048652, 0.982978, 0.510785, 0.901707, 0.473136, 0.499179, 1.013093, 0.609814, 0.804232, 0.584714, 0.479636, 0.117712, 0.847807, 0.654796, 0.601733, 0.243794, 0.343145, 0.890223, 0.983598, 0.461031, 0.14258, 0.532852, 0.043459, 0.759917, 0.898829, 0.880957, 0.974574, 0.618429, 0.615311, 0.399177, 0.343409, 0.127378, 0.5621, 1.0]
[0.930553, 0.254521, 0.693908, 0.938037, 0.760816, 0.252577, 0.62856, 0.502324, 0.651508, 0.48412, 0.89047, 0.459591, 0.901796, 0.623063, 0.184551, 0.343315, 0.745901, 0.822967, 0.59943, 0.808425, 0.94477, 0.245103, 0.228731, 0.691423, 0.376541, 0.731078, 0.284147, 0.482507, 0.668887, 0.387798, 0.380017, 0.413625, 0.765695, 0.376496, 0.081739, 0.980855, 0.590555, 0.89783, 0.896423, 0.971995, 0.858987, 0.861527, 0.664627, 0.600653, 0.308003, 0.213579, 0.804819, 0.440406, 0.560351, 0.827345, 0.709545, 0.82646, 0.588887, 0.362973, 0.893634, 0.857051, 0.870514, 0.898626, 0.786992, 0.426224, 1.011704, 0.938706, 0.384767, 0.578018, 0.171588, 0.054225, 0.944216, 0.602098, 0.895751, 0.930059, 3.0]
[0.364549, 0.180318, 0.963784, 0.771387, 0.870753, 0.470381, 0.542501, 0.310287, 0.787445, 0.819556, 0.922925, 0.432563, 0.177584, 0.91465, 0.681506, 0.937828, 0.553262, 0.588591, 0.13542, 0.578432, 0.041249, 0.243987, 0.369288, 0.942175, 0.510535, 0.24278, 0.886756, 0.371773, 0.368679, 0.199433, 0.645475, 0.275706, 0.722711, 0.138102, 0.912254, 0.381484, 0.713539, 0.082073, 1.008828, 0.502618, 0.843061, 0.440327, 0.554026, 0.959764, 0.632466, 0.797533, 0.508789, 0.452773, 0.12332, 0.87748, 0.622636, 0.643951, 0.235389, 0.388912, 0.831178, 0.945353, 0.490676, 0.160159, 0.507936, 0.009752, 0.732083, 0.898984, 0.920449, 0.937661, 0.605634, 0.612784, 0.400902, 0.37923, 0.140329, 0.636781, 1.0]
[0.181604, 1.018666, 0.504314, 0.361626, 0.289979, 0.615629, 0.827393, 0.249208, 0.327635, 0.906743, 0.94459, 0.419034, 0.839605, 0.614117, 0.277802, 0.245941, 0.112911, 0.515079, 0.677157, 0.962406, 0.873106, 0.467931, 0.117795, 0.538822, 0.705405, 0.115823, 0.718828, 0.427684, 0.967533, 0.653642, 0.894292, 0.842562, 0.49145, 0.835403, 0.342039, 0.836173, 0.411886, 0.972434, 0.554934, 0.178937, 0.969291, 0.746074, 0.243776, 0.666698, 0.948462, 0.231729, 0.058473, 0.714271, 0.840206, 0.953904, 0.754532, 0.845144, 0.928069, 0.333735, 0.769151, 0.261097, 0.785412, 0.191402, 0.966168, 0.455003, 0.554856, 0.882597, 0.299271, 1.079011, 0.787005, 0.578796, 0.827777, 0.704043, 0.400899, 0.416621, 1.0]
[0.246083, 0.221009, 0.488741, 0.873893, 0.12336, 0.941303, 0.668398, 1.096946, 0.341168, 0.355541, 0.040139, 0.520544, 0.89503, 0.675165, 0.689472, 1.174876, 0.208342, 0.459929, 1.20522, 0.523195, 0.420157, 0.649125, 0.12182, 0.496869, 0.993643, 0.894079, 1.036766, 0.58464, 0.50324, 0.895939, 0.621663, 0.400344, 0.614569, 0.729555, 0.921124, 0.819787, 0.450527, 0.144164, 0.37344, 0.72403, 1.092265, 0.57216, 0.801992, 0.656658, 0.277611, 0.360633, 1.110326, 0.236754, 1.093901, 0.057484, 0.909202, 0.507602, 0.361729, 1.150602, 0.605026, 0.812316, 0.690204, 0.644445, 0.886529, 0.683848, 0.993768, 0.117873, 0.473196, 0.540021, 0.556775, 1.104216, 1.011604, 1.037145, 0.454826, 0.146033, 2.0]
[0.421871, 0.206127, 0.883496, 0.865552, 0.864449, 0.420417, 0.543084, 0.240614, 0.849795, 0.828618, 0.944608, 0.406019, 0.258927, 0.965698, 0.735609, 0.965319, 0.52161, 0.573401, 0.121025, 0.579743, 0.091395, 0.268555, 0.298231, 0.938444, 0.603841, 0.257217, 0.957637, 0.417335, 0.285875, 0.21564, 0.625343, 0.257829, 0.631122, 0.159656, 0.934889, 0.363574, 0.742938, 0.091901, 0.976768, 0.476106, 0.91941, 0.515485, 0.475993, 1.051508, 0.556607, 0.827522, 0.563258, 0.485799, 0.142038, 0.795876, 0.606925, 0.560021, 0.275499, 0.414498, 0.864461, 1.027954, 0.490095, 0.216749, 0.460001, 0.076709, 0.764041, 0.925122, 0.878043, 1.002509, 0.65311, 0.662183, 0.44736, 0.35994, 0.175435, 0.613773, 1.0]
[0.378715, 0.231104, 0.917115, 0.873061, 0.877664, 0.469068, 0.569882, 0.31384, 0.785037, 0.840005, 0.870573, 0.450494, 0.224707, 0.975205, 0.692316, 0.925466, 0.576813, 0.516475, 0.167235, 0.535169, 0.051116, 0.273676, 0.366714, 0.855622, 0.583831, 0.189539, 0.903556, 0.392419, 0.325388, 0.17679, 0.640041, 0.297636, 0.706601, 0.215834, 0.936873, 0.456364, 0.71662, 0.059979, 0.953004, 0.499993, 0.879706, 0.505102, 0.498581, 0.989109, 0.623312, 0.837969, 0.58111, 0.471632, 0.155257, 0.844332, 0.673886, 0.622718, 0.247577, 0.349609, 0.831942, 0.960735, 0.437317, 0.156743, 0.526874, 0.073467, 0.787245, 0.854698, 0.840727, 0.951701, 0.615435, 0.668522, 0.399502, 0.364599, 0.125178, 0.613791, 1.0]
[0.838764, 0.186534, 0.77002, 0.903316, 0.883273, 0.326042, 0.610473, 0.434715, 0.787261, 0.47715, 0.9014, 0.471285, 0.797925, 0.737346, 0.154472, 0.319492, 0.747114, 0.763638, 0.600974, 0.907346, 0.996974, 0.253408, 0.123028, 0.726615, 0.270913, 0.771853, 0.316768, 0.455347, 0.686585, 0.270505, 0.23877, 0.504852, 0.657445, 0.372418, 0.020526, 0.925712, 0.692518, 0.890793, 0.822747, 0.890018, 0.904835, 0.908534, 0.634602, 0.544579, 0.351803, 0.203065, 0.869359, 0.525057, 0.632257, 0.752733, 0.68571, 0.778537, 0.599537, 0.372973, 0.768146, 0.820059, 0.807091, 0.852909, 0.736127, 0.455477, 1.049832, 0.971544, 0.371601, 0.504864, 0.198652, 0.098945, 0.869478, 0.679973, 0.840951, 0.915394, 3.0]
[0.249408, 0.853614, 0.423884, 0.35492, 0.268187, 0.635999, 0.906282, 0.271551, 0.285955, 0.850097, 0.99882, 0.552138, 0.772117, 0.61466, 0.218481, 0.195028, 0.105314, 0.502649, 0.602903, 0.906219, 0.727839, 0.518804, 0.233952, 0.473991, 0.648643, 0.10334, 0.689164, 0.341973, 0.973902, 0.743743, 0.826951, 0.756207, 0.581912, 0.848636, 0.314239, 0.884606, 0.474503, 0.887163, 0.443505, 0.119437, 0.901862, 0.600456, 0.298828, 0.599015, 0.794759, 0.242019, 0.117291, 0.719295, 0.795015, 0.821752, 0.709407, 0.842822, 0.919301, 0.378785, 0.808448, 0.189028, 0.79263, 0.213556, 0.908709, 0.565665, 0.625973, 0.862094, 0.190548, 1.061958, 0.785828, 0.522723, 0.770077, 0.695884, 0.448559, 0.350675, 1.0]
