0.246083, 0.221009, 0.488741, 0.873893, 0.12336, 0.941303, 0.668398, 1.096946, 0.341168, 0.355541, 0.040139, 0.520544, 0.89503, 0.675165, 0.689472, 1.174876, 0.208342, 0.459929, 1.20522, 0.523195, 0.420157, 0.649125, 0.12182, 0.496869, 0.993643, 0.894079, 1.036766, 0.58464, 0.50324, 0.895939, 0.621663, 0.400344, 0.614569, 0.729555, 0.921124, 0.819787, 0.450527, 0.144164, 0.37344, 0.72403, 1.092265, 0.57216, 0.801992, 0.656658, 0.277611, 0.360633, 1.110326, 0.236754, 1.093901, 0.057484, 0.909202, 0.507602, 0.361729, 1.150602, 0.605026, 0.812316, 0.690204, 0.644445, 0.886529, 0.683848, 0.993768, 0.117873, 0.473196, 0.540021, 0.556775, 1.104216, 1.011604, 1.037145, 0.454826, 0.146033, 2.0
0.421871, 0.206127, 0.883496, 0.865552, 0.864449, 0.420417, 0.543084, 0.240614, 0.849795, 0.828618, 0.944608, 0.406019, 0.258927, 0.965698, 0.735609, 0.965319, 0.52161, 0.573401, 0.121025, 0.579743, 0.091395, 0.268555, 0.298231, 0.938444, 0.603841, 0.257217, 0.957637, 0.417335, 0.285875, 0.21564, 0.625343, 0.257829, 0.631122, 0.159656, 0.934889, 0.363574, 0.742938, 0.091901, 0.976768, 0.476106, 0.91941, 0.515485, 0.475993, 1.051508, 0.556607, 0.827522, 0.563258, 0.485799, 0.142038, 0.795876, 0.606925, 0.560021, 0.275499, 0.414498, 0.864461, 1.027954, 0.490095, 0.216749, 0.460001, 0.076709, 0.764041, 0.925122, 0.878043, 1.002509, 0.65311, 0.662183, 0.44736, 0.35994, 0.175435, 0.613773, 1.0
0.521326, 0.346905, 0.789701, 0.992563, 0.972919, 0.575022, 0.660609, 0.297266, 0.904383, 0.693736, 0.909333, 0.579445, 0.370673, 0.928192, 0.812908, 0.961221, 0.749188, 0.575239, 0.156051, 0.668801, 0.091551, 0.406534, 0.352473, 0.779876, 0.635226, 0.343473, 0.971754, 0.54044, 0.475893, 0.302845, 0.810056, 0.467566, 0.680261, 0.295909, 0.905376, 0.511745, 0.796749, 0.105701, 0.919048, 0.562282, 0.739973, 0.540099, 0.583829, 0.923724, 0.602806, 0.88941, 0.692905, 0.544868, 0.196165, 0.876451, 0.693294, 0.732023, 0.296578, 0.406716, 0.749774, 0.823448, 0.606024, 0.223646, 0.520078, 0.09877, 0.830487, 0.70701, 0.767575, 0.878159, 0.649502, 0.727723, 0.402126, 0.391141, 0.163733, 0.72155, 1.0
0.468538, 0.293484, 0.872034, 0.954049, 0.95987, 0.461918, 0.630208, 0.315068, 0.798118, 0.768032, 0.858389, 0.470219, 0.325488, 0.973169, 0.737453, 0.914885, 0.649885, 0.51196, 0.205677, 0.633819, 0.113708, 0.397878, 0.325721, 0.831105, 0.562372, 0.290928, 0.906395, 0.422015, 0.458211, 0.30704, 0.683586, 0.436186, 0.638631, 0.301662, 0.967875, 0.449375, 0.783147, 0.042007, 0.991627, 0.569037, 0.824532, 0.522577, 0.560293, 0.950574, 0.608824, 0.884241, 0.674915, 0.560386, 0.164273, 0.888089, 0.671792, 0.65677, 0.294214, 0.39043, 0.793911, 0.895709, 0.58881, 0.180201, 0.504111, 0.067803, 0.755084, 0.823853, 0.766626, 0.934052, 0.582439, 0.67829, 0.401288, 0.420227, 0.129911, 0.703034, 1.0
0.411005, 0.242661, 0.870713, 0.882785, 0.896203, 0.481508, 0.601532, 0.295641, 0.821189, 0.796495, 0.890727, 0.468243, 0.270473, 0.982385, 0.723335, 0.943697, 0.627794, 0.551589, 0.14482, 0.581657, 0.067429, 0.323184, 0.33887, 0.847896, 0.565564, 0.237959, 0.930755, 0.409625, 0.36742, 0.217135, 0.684067, 0.339074, 0.678295, 0.221352, 0.992792, 0.453858, 0.731388, 0.075109, 0.967843, 0.50689, 0.847135, 0.513978, 0.529784, 0.965, 0.602144, 0.8513, 0.601113, 0.489297, 0.138966, 0.870461, 0.669226, 0.646218, 0.268938, 0.367778, 0.83497, 0.935864, 0.49521, 0.182012, 0.506627, 0.065508, 0.787881, 0.820447, 0.841626, 0.949742, 0.617689, 0.677153, 0.404548, 0.36835, 0.144306, 0.631266, 1.0
0.930553, 0.254521, 0.693908, 0.938037, 0.760816, 0.252577, 0.62856, 0.502324, 0.651508, 0.48412, 0.89047, 0.459591, 0.901796, 0.623063, 0.184551, 0.343315, 0.745901, 0.822967, 0.59943, 0.808425, 0.94477, 0.245103, 0.228731, 0.691423, 0.376541, 0.731078, 0.284147, 0.482507, 0.668887, 0.387798, 0.380017, 0.413625, 0.765695, 0.376496, 0.081739, 0.980855, 0.590555, 0.89783, 0.896423, 0.971995, 0.858987, 0.861527, 0.664627, 0.600653, 0.308003, 0.213579, 0.804819, 0.440406, 0.560351, 0.827345, 0.709545, 0.82646, 0.588887, 0.362973, 0.893634, 0.857051, 0.870514, 0.898626, 0.786992, 0.426224, 1.011704, 0.938706, 0.384767, 0.578018, 0.171588, 0.054225, 0.944216, 0.602098, 0.895751, 0.930059, 3.0
0.288568, 0.28785, 0.461133, 0.998888, 0.322183, 0.84863, 0.721483, 0.882065, 0.597935, 0.376985, 0.071924, 0.358104, 0.904508, 0.982925, 0.605146, 0.779385, 0.343629, 0.811661, 0.953758, 0.406012, 0.473585, 0.602014, 0.440114, 0.441095, 0.883632, 0.75831, 0.834172, 0.577716, 0.581775, 0.997998, 0.646279, 0.357026, 0.70226, 0.572644, 0.976013, 0.671986, 0.758701, 0.336675, 0.194014, 0.900599, 0.922392, 0.475973, 0.84802, 0.879351, 0.423657, 0.679754, 0.970488, 0.130857, 0.95404, 0.256148, 0.974919, 0.488522, 0.333623, 0.927638, 0.437842, 0.723174, 0.773044, 0.657636, 0.694179, 0.672635, 0.931681, 0.20247, 0.638515, 0.919051, 0.703361, 0.799015, 0.882182, 0.763566, 0.589905, 0.480187, 2.0
0.369283, 0.178994, 0.897834, 0.834832, 0.827221, 0.405794, 0.58439, 0.309247, 0.754643, 0.885661, 0.862062, 0.413995, 0.239972, 0.946381, 0.707218, 0.901161, 0.534479, 0.524355, 0.137988, 0.553212, 0.027483, 0.261751, 0.340452, 0.869839, 0.551428, 0.194469, 0.916231, 0.332194, 0.286825, 0.188962, 0.637891, 0.283987, 0.704568, 0.189214, 0.917128, 0.415843, 0.670682, 0.048652, 0.982978, 0.510785, 0.901707, 0.473136, 0.499179, 1.013093, 0.609814, 0.804232, 0.584714, 0.479636, 0.117712, 0.847807, 0.654796, 0.601733, 0.243794, 0.343145, 0.890223, 0.983598, 0.461031, 0.14258, 0.532852, 0.043459, 0.759917, 0.898829, 0.880957, 0.974574, 0.618429, 0.615311, 0.399177, 0.343409, 0.127378, 0.5621, 1.0
0.540203, 0.347185, 0.756806, 0.963366, 1.00092, 0.600311, 0.685715, 0.326023, 0.943715, 0.658173, 0.88777, 0.599804, 0.414564, 0.899308, 0.814313, 0.983624, 0.789073, 0.569512, 0.151821, 0.703727, 0.087797, 0.411913, 0.376623, 0.765304, 0.650346, 0.351996, 0.976385, 0.569378, 0.48223, 0.319973, 0.834795, 0.488399, 0.703636, 0.321201, 0.858857, 0.526619, 0.807526, 0.124473, 0.928788, 0.596445, 0.709467, 0.531811, 0.604578, 0.888561, 0.600332, 0.903061, 0.743434, 0.570006, 0.194991, 0.882784, 0.680231, 0.748193, 0.324489, 0.392226, 0.73237, 0.807739, 0.654814, 0.236767, 0.514473, 0.108462, 0.825279, 0.691057, 0.743826, 0.865703, 0.621399, 0.727843, 0.424858, 0.385655, 0.163173, 0.750192, 1.0
0.181604, 1.018666, 0.504314, 0.361626, 0.289979, 0.615629, 0.827393, 0.249208, 0.327635, 0.906743, 0.94459, 0.419034, 0.839605, 0.614117, 0.277802, 0.245941, 0.112911, 0.515079, 0.677157, 0.962406, 0.873106, 0.467931, 0.117795, 0.538822, 0.705405, 0.115823, 0.718828, 0.427684, 0.967533, 0.653642, 0.894292, 0.842562, 0.49145, 0.835403, 0.342039, 0.836173, 0.411886, 0.972434, 0.554934, 0.178937, 0.969291, 0.746074, 0.243776, 0.666698, 0.948462, 0.231729, 0.058473, 0.714271, 0.840206, 0.953904, 0.754532, 0.845144, 0.928069, 0.333735, 0.769151, 0.261097, 0.785412, 0.191402, 0.966168, 0.455003, 0.554856, 0.882597, 0.299271, 1.079011, 0.787005, 0.578796, 0.827777, 0.704043, 0.400899, 0.416621, 1.0
0.382578, 0.094069, 0.808133, 0.828316, 0.722514, 0.444075, 0.506045, 0.151277, 0.898281, 0.952903, 0.887181, 0.357826, 0.219157, 0.847272, 0.806758, 0.872923, 0.498204, 0.496009, 0.335905, 0.700327, 0.119979, 0.520737, 0.42532, 0.81981, 0.629327, 0.302143, 0.939381, 0.446488, 0.316518, 0.367614, 0.71095, 0.416281, 0.646059, 0.356109, 0.978768, 0.344417, 0.60886, 0.088869, 0.8774, 0.59034, 0.959569, 0.446018, 0.381485, 0.905477, 0.498546, 0.993677, 0.693117, 0.628449, -0.017128, 0.686313, 0.808435, 0.761605, 0.22326, 0.558091, 0.692292, 0.947738, 0.682097, 0.06215, 0.571068, 0.019953, 0.894086, 0.722501, 0.84087, 1.094752, 0.634651, 0.647109, 0.565404, 0.470188, 0.164686, 0.75361, 1.0
0.422547, 0.338263, 0.174702, 0.978725, 0.197321, 0.935334, 0.42907, 0.912408, 0.206887, 0.271713, 0.074827, 0.413167, 0.733353, 0.876064, 0.95388, 1.068515, 0.582458, 0.60997, 0.877258, 0.426881, 0.665499, 0.713252, 0.027743, 0.143159, 0.762631, 1.097622, 1.203844, 0.237216, 0.84263, 1.099857, 0.432807, 0.615533, 0.500421, 0.491344, 1.281903, 0.665393, 1.000803, 0.368005, 0.057144, 0.557422, 1.323681, 0.313613, 0.816012, 0.445402, 0.068733, 0.866802, 1.265057, 0.111175, 1.066927, -0.107754, 0.966917, 0.270974, 0.609887, 1.072865, 0.310741, 0.666129, 1.07042, 0.366822, 1.08426, 0.299487, 1.126145, 0.447702, 0.574478, 0.472571, 0.848114, 1.031327, 0.673917, 0.531207, 0.838545, 0.753698, 2.0
1.044282, 0.160834, 0.703707, 0.663985, 0.916421, 0.488599, 0.75561, 0.613361, 0.701271, 0.621432, 0.853122, 0.544041, 0.957623, 0.732669, 0.312209, 0.366819, 0.732528, 0.673357, 0.643349, 1.009688, 0.885328, 0.219016, 0.392448, 0.708601, 0.307879, 0.849362, 0.258918, 0.557441, 0.663095, 0.408069, 0.396867, 0.464909, 0.871114, 0.581238, 0.20553, 0.869763, 0.669159, 0.985481, 0.693903, 0.873908, 0.854869, 1.035137, 0.659515, 0.724196, 0.325308, 0.255576, 0.90748, 0.701967, 0.66891, 0.819612, 0.892236, 0.98055, 0.492856, 0.42964, 0.804379, 0.97153, 0.793661, 0.978243, 0.93103, 0.561568, 1.038398, 1.019774, 0.474162, 0.492159, 0.27062, 0.18, 0.964252, 0.615545, 0.790674, 0.914265, 3.0
0.547271, 0.382206, 0.786027, 0.94425, 0.986969, 0.634798, 0.636498, 0.323726, 0.893071, 0.652663, 0.929382, 0.602078, 0.433403, 0.888622, 0.826528, 0.989824, 0.735338, 0.569008, 0.190001, 0.704115, 0.129201, 0.401505, 0.378498, 0.736286, 0.624738, 0.37187, 0.963116, 0.555313, 0.504996, 0.315344, 0.815499, 0.515946, 0.669069, 0.282779, 0.839313, 0.578082, 0.819662, 0.106059, 0.887587, 0.581675, 0.741772, 0.542067, 0.5938, 0.93472, 0.595585, 0.884082, 0.713256, 0.583852, 0.198466, 0.889935, 0.725425, 0.763167, 0.332543, 0.383746, 0.716601, 0.806026, 0.59821, 0.201236, 0.511338, 0.12475, 0.868048, 0.646259, 0.773956, 0.818321, 0.611091, 0.711385, 0.381015, 0.390399, 0.131383, 0.747675, 1.0
0.889727, 0.337113, 0.897502, 0.704842, 0.840247, 0.613136, 0.850055, 0.724647, 0.77448, 0.650385, 0.955345, 0.510654, 0.818059, 0.776233, 0.309608, 0.551486, 0.803452, 0.559005, 0.626309, 0.950267, 0.962058, 0.305918, 0.302806, 0.872557, 0.3374, 0.897006, 0.251172, 0.47888, 0.700394, 0.463757, 0.403951, 0.569595, 0.772392, 0.657863, 0.221097, 0.878432, 0.600721, 0.916145, 0.749791, 0.853529, 0.948157, 0.975247, 0.803104, 0.813004, 0.342659, 0.38145, 1.008523, 0.757979, 0.541899, 0.607052, 0.804666, 0.988045, 0.540438, 0.439324, 0.713851, 0.983392, 0.634951, 0.920822, 0.97758, 0.602715, 1.029535, 0.938308, 0.456711, 0.648446, 0.305346, 0.294467, 1.044243, 0.676949, 0.774225, 0.864918, 3.0
0.889727, 0.337113, 0.897502, 0.704842, 0.840247, 0.613136, 0.850055, 0.724647, 0.77448, 0.650385, 0.955345, 0.510654, 0.818059, 0.776233, 0.309608, 0.551486, 0.803452, 0.559005, 0.626309, 0.950267, 0.962058, 0.305918, 0.302806, 0.872557, 0.3374, 0.897006, 0.251172, 0.47888, 0.700394, 0.463757, 0.403951, 0.569595, 0.772392, 0.657863, 0.221097, 0.878432, 0.600721, 0.916145, 0.749791, 0.853529, 0.948157, 0.975247, 0.803104, 0.813004, 0.342659, 0.38145, 1.008523, 0.757979, 0.541899, 0.607052, 0.804666, 0.988045, 0.540438, 0.439324, 0.713851, 0.983392, 0.634951, 0.920822, 0.97758, 0.602715, 1.029535, 0.938308, 0.456711, 0.648446, 0.305346, 0.294467, 1.044243, 0.676949, 0.774225, 0.864918, 3.0
0.677152, 0.539666, 0.59066, 0.808667, 0.917562, 0.758665, 0.748188, 0.305087, 0.929172, 0.471493, 0.932022, 0.768538, 0.555632, 0.740415, 0.965518, 0.982064, 0.955421, 0.583306, 0.191082, 0.796383, 0.148864, 0.552734, 0.371379, 0.66339, 0.7203, 0.488478, 0.964709, 0.760104, 0.677755, 0.459966, 1.00185, 0.66661, 0.709892, 0.444501, 0.717352, 0.631887, 0.877936, 0.127149, 0.840239, 0.667304, 0.545714, 0.58843, 0.647887, 0.815299, 0.599003, 0.936969, 0.884451, 0.616459, 0.262713, 0.945466, 0.726985, 0.855595, 0.403994, 0.490779, 0.585926, 0.631949, 0.814486, 0.310489, 0.546234, 0.116137, 0.920392, 0.493154, 0.63971, 0.720056, 0.695594, 0.820202, 0.41879, 0.453562, 0.216033, 0.881398, 1.0
0.726771, 0.549828, 0.596489, 0.794693, 0.905606, 0.73883, 0.780048, 0.342797, 0.90666, 0.4755, 0.894837, 0.780512, 0.560305, 0.723215, 0.961655, 0.962242, 0.954409, 0.581443, 0.212089, 0.848417, 0.180336, 0.605316, 0.43132, 0.680234, 0.72929, 0.515529, 0.966919, 0.753424, 0.729251, 0.469825, 0.988375, 0.682418, 0.71722, 0.455221, 0.69165, 0.651825, 0.878885, 0.112919, 0.8499, 0.651088, 0.516584, 0.591195, 0.698197, 0.799649, 0.636462, 0.941212, 0.897984, 0.650719, 0.286132, 0.905553, 0.773592, 0.90027, 0.411889, 0.516537, 0.540089, 0.619859, 0.828457, 0.294082, 0.563784, 0.171648, 0.893223, 0.479339, 0.618876, 0.725112, 0.72753, 0.780766, 0.432337, 0.452351, 0.25251, 0.8667, 1.0
