0.126984127,0.035087719,0.781818182,0.021829803,0,0,0.03172738
0.142857143,0.035087719,0.8,0.038784465,0,0,0.030552291
0.126984127,0.035087719,0.781818182,0.070256216,0,0,0.030552291
0.142857143,0.035087719,0.8,0.096906993,0,0,0.030552291
0.142857143,0.052631579,0.8,0.128378744,0,0,0.032902468
0.158730159,0.070175439,0.8,0.155029522,0,0,0.041128085
0.158730159,0.087719298,0.8,0.181680299,0,0,0.034077556
0.158730159,0.105263158,0.781818182,0.208331076,0,0,0.030552291
0.174603175,0.122807018,0.745454545,0.218027192,0,0,0.044653349
0.158730159,0.070175439,0.763636364,0.016954661,0,0,0.089306698
0.142857143,0.070175439,0.781818182,0.038730296,0,0,0.057579318
0.142857143,0.070175439,0.763636364,0.070202048,0,0,0.05052879
0.142857143,0.070175439,0.763636364,0.091977683,0,0,0.030552291
0.142857143,0.070175439,0.763636364,0.123449434,0,0,0.03172738
0.142857143,0.070175439,0.763636364,0.150100211,0,0,0.023501763
0.142857143,0.052631579,0.781818182,0.176750989,0,0,0.028202115
0.142857143,0.070175439,0.781818182,0.20822274,0,0,0.022326675
0.158730159,0.087719298,0.8,0.234873517,0,0,0.032902468
0.158730159,0.105263158,0.8,0.266345268,0,0,0.038777908
0.174603175,0.122807018,0.8,0.292996046,0,0,0.048178613
0.174603175,0.140350877,0.781818182,0.314771681,0,0,0.03172738
0.158730159,0.087719298,0.818181818,0.021829803,0,0,0.025851939
0.253968254,0.122807018,0.745454545,0,0,0,0.062279671
0.253968254,0.052631579,0.745454545,0.004875142,0,0,0.123384254
0.238095238,0.035087719,0.727272727,0,0,0,0.321974148
0.301587302,0.087719298,0.690909091,0,0,0,0.082256169
0.285714286,0.140350877,0.709090909,0,0,0,0.15746181
0.26984127,0.157894737,0.690909091,0.026650777,0,0,0.097532315
0.285714286,0.192982456,0.690909091,0.058122529,0,0,0.084606345
0.285714286,0.210526316,0.709090909,0.08959428,0,0,0.076380729
0.301587302,0.210526316,0.690909091,0.121066031,0,0,0.045828437
0.301587302,0.228070175,0.690909091,0.147716808,0,0,0.05640423
