0.352941176,0.245901639,0.527272727,0.002371514,0,0,0.129778672
0.367647059,0.245901639,0.527272727,0.003946623,0,0,0.14889336
0.426470588,0.229508197,0.545454545,0.005521733,0,0,0.159959759
0.485294118,0.229508197,0.563636364,0.00868965,0.037037037,0,0.182092555
0.485294118,0.229508197,0.563636364,0.01026476,0.074074074,0,0.138832998
0.485294118,0.213114754,0.563636364,0.01183987,0.111111111,0,0.109657948
0.485294118,0.213114754,0.581818182,0.015007787,0.148148148,0,0.105633803
0.485294118,0.229508197,0.6,0.018175704,0,0,0.124748491
0.470588235,0.213114754,0.6,0.021343622,0,0,0.120724346
0.485294118,0.229508197,0.618181818,0.024511539,0,0,0.132796781
0.485294118,0.229508197,0.636363636,0.03005097,0.037037037,0,0.14084507
0.470588235,0.229508197,0.636363636,0.035590401,0,0,0.152917505
0.470588235,0.229508197,0.636363636,0.041129832,0,0,0.14889336
0.470588235,0.229508197,0.618181818,0.048244372,0,0,0.16498994
0.455882353,0.229508197,0.618181818,0.055358913,0,0,0.158953722
0.455882353,0.229508197,0.618181818,0.062473453,0,0,0.154929577
0.455882353,0.229508197,0.636363636,0.065641371,0,0,0.159959759
0.470588235,0.229508197,0.654545455,0.068809288,0,0,0.16498994
0.470588235,0.229508197,0.654545455,0.074348719,0,0,0.171026157
0.470588235,0.229508197,0.672727273,0.077516636,0,0,0.149899396
0.485294118,0.229508197,0.672727273,0.080684553,0,0,0.154929577
0.485294118,0.229508197,0.654545455,0.086223984,0.037037037,0,0.16498994
0.470588235,0.213114754,0.672727273,0.091763415,0.074074074,0,0.15694165
0.470588235,0.213114754,0.654545455,0.097302846,0.111111111,0,0.126760563
0.485294118,0.213114754,0.654545455,0.102842277,0.148148148,0,0.09054326
0.470588235,0.213114754,0.636363636,0.108381707,0.185185185,0,0.063380282
0.470588235,0.196721311,0.636363636,0.115496248,0.222222222,0,0.065392354
0.470588235,0.196721311,0.618181818,0.121035679,0.259259259,0,0.055331992
0.470588235,0.196721311,0.6,0.128150219,0.296296296,0,0.065392354
0.455882353,0.180327869,0.6,0.13526476,0.333333333,0,0.083501006
0.441176471,0.180327869,0.6,0.142379301,0.37037037,0,0.091549296
0.441176471,0.163934426,0.6,0.149493841,0.407407407,0,0.086519115
0.441176471,0.163934426,0.6,0.158201189,0.444444444,0,0.08249497
0.426470588,0.163934426,0.581818182,0.16531573,0.481481481,0,0.086519115
0.426470588,0.163934426,0.581818182,0.17243027,0.555555556,0,0.078470825
0.426470588,0.163934426,0.563636364,0.181137619,0.592592593,0,0.098591549
0.426470588,0.163934426,0.545454545,0.186677049,0.62962963,0,0.107645875
0.426470588,0.163934426,0.527272727,0.196959507,0.703703704,0,0.09054326
0.426470588,0.163934426,0.527272727,0.205666855,0.740740741,0,0.096579477
