1001,0.1822652517713927
2002,0.1625937086179404
3003,0.15854064663372344
4004,0.14268636793183728
5005,0.13749927646514637
6006,0.1491325820206247
7007,0.15635347349516748
8008,0.16699857553890401
9009,0.17505409459280102
10010,0.17635267574560784
11011,0.16707410087003877
12012,0.16343502044303304
13013,0.1615048315859547
14014,0.16278531775872257
15015,0.16803487328372627
16016,0.16852036519406804
17017,0.16694463279672492
18018,0.16394790917995755
19019,0.1605852593655087
20020,0.15879831418384496
21021,0.15728976349984827
22022,0.15637193126933238
23023,0.15553792331347419
24024,0.16631913682185864
25025,0.1676711732571627
26026,0.16968557819312566
27027,0.17140389552843327
28028,0.169145717762679
29029,0.16722236706445417
30030,0.1643302508056369
31031,0.1637781021328978
32032,0.16288484247014565
33033,0.16385261910320334
34034,0.16824740140023337
35035,0.1704829282619691
36036,0.17082006180585896
