0.003334, 0.0, 0.887454, 0.832452, 0.678788, 0.429727, 0.852916, 0.483073, 0.436387, 0.53329, 0.537026, 0.589507, 0.323829, 0.370039, 0.742295, 1.0, 0.0, 0.0, 0.0, 0.886957, 0.393003, 0.470345, 0.555064, 0.394105, 0.482688, 0.534386, 0.394437, 0.551503, 0.52676, 0.597204, 0.237775, 0.812687, 1.0, 0.0, 0.0, 0.0, 0.87276, 0.399728, 0.528416, 0.418021, 0.413963, 0.486048, 0.421652, 0.534584, 0.644829, 0.436752, 0.497329, 0.339753, 0.276523, 1.0, 0.0, 0.0, 0.0, 1
0.006648, 0.0, 0.889299, 0.832703, 0.68047, 0.422873, 0.852217, 0.483073, 0.42971, 0.561284, 0.532476, 0.584396, 0.350182, 0.371798, 0.737124, 1.0, 0.0, 0.0, 0.0, 0.888696, 0.393233, 0.472708, 0.56035, 0.395678, 0.486516, 0.543978, 0.394635, 0.550701, 0.530553, 0.596717, 0.226956, 0.801943, 1.0, 0.0, 0.0, 0.0, 0.874552, 0.400398, 0.52942, 0.420663, 0.414213, 0.48666, 0.422135, 0.533068, 0.647683, 0.434695, 0.495979, 0.338042, 0.270558, 1.0, 0.0, 0.0, 0.0, 1
0.011912, 0.0, 0.892989, 0.831994, 0.683604, 0.417712, 0.853245, 0.486451, 0.417829, 0.563075, 0.534912, 0.582038, 0.350106, 0.372884, 0.744117, 1.0, 0.0, 0.0, 0.0, 0.892174, 0.402367, 0.470351, 0.559152, 0.405841, 0.484102, 0.542328, 0.405274, 0.543926, 0.539818, 0.584976, 0.225442, 0.798204, 1.0, 0.0, 0.0, 0.0, 0.878136, 0.402021, 0.52902, 0.418032, 0.413467, 0.485314, 0.421659, 0.53567, 0.651166, 0.436976, 0.492489, 0.345792, 0.270692, 1.0, 0.0, 0.0, 0.0, 1
0.00714, 0.0, 0.891144, 0.833648, 0.682173, 0.419879, 0.850881, 0.482879, 0.425013, 0.559324, 0.532811, 0.584365, 0.3522, 0.37245, 0.740438, 1.0, 0.0, 0.0, 0.0, 0.890435, 0.394939, 0.466861, 0.557747, 0.402927, 0.483625, 0.542872, 0.392312, 0.540271, 0.536151, 0.592105, 0.228074, 0.806349, 1.0, 0.0, 0.0, 0.0, 0.876344, 0.39973, 0.529635, 0.417471, 0.414462, 0.486661, 0.422621, 0.532466, 0.649053, 0.434511, 0.504703, 0.337327, 0.275774, 1.0, 0.0, 0.0, 0.0, 1
0.010049, 0.714286, 0.891144, 0.834293, 0.681326, 0.422887, 0.852636, 0.48247, 0.428475, 0.560499, 0.536712, 0.58468, 0.35108, 0.373529, 0.736603, 1.0, 0.0, 0.0, 0.0, 0.892174, 0.394939, 0.466861, 0.557747, 0.396432, 0.485549, 0.548232, 0.394821, 0.544356, 0.539185, 0.595946, 0.22302, 0.80014, 1.0, 0.0, 0.0, 0.0, 0.878136, 0.398615, 0.529228, 0.418528, 0.41347, 0.486171, 0.422385, 0.534147, 0.64959, 0.434145, 0.495932, 0.342062, 0.274582, 1.0, 0.0, 0.0, 0.0, 1
0.006881, 0.0, 0.891144, 0.830712, 0.685086, 0.42411, 0.850535, 0.487877, 0.430688, 0.577865, 0.542336, 0.582926, 0.35401, 0.375017, 0.739741, 1.0, 0.0, 0.0, 0.0, 0.888696, 0.398452, 0.46683, 0.553824, 0.39928, 0.484593, 0.541293, 0.390957, 0.543789, 0.537356, 0.590056, 0.235114, 0.807222, 1.0, 0.0, 0.0, 0.0, 0.874552, 0.400317, 0.529632, 0.418007, 0.414457, 0.486782, 0.421401, 0.533178, 0.645647, 0.43481, 0.49804, 0.33528, 0.271166, 1.0, 0.0, 0.0, 0.0, 1
0.004625, 0.0, 0.889299, 0.830623, 0.681057, 0.423273, 0.850471, 0.482684, 0.428477, 0.560661, 0.533498, 0.584712, 0.355266, 0.373254, 0.737632, 1.0, 0.0, 0.0, 0.0, 0.888696, 0.396668, 0.466841, 0.555124, 0.399205, 0.483161, 0.533832, 0.392756, 0.546731, 0.538085, 0.596166, 0.241798, 0.812676, 1.0, 0.0, 0.0, 0.0, 0.87276, 0.401496, 0.529829, 0.419075, 0.415206, 0.487273, 0.422613, 0.532644, 0.649051, 0.435263, 0.500718, 0.336084, 0.274463, 1.0, 0.0, 0.0, 0.0, 1
0.012025, 0.0, 0.892989, 0.832487, 0.68245, 0.417295, 0.854124, 0.487045, 0.418815, 0.560215, 0.535088, 0.584395, 0.352871, 0.371391, 0.744449, 1.0, 0.0, 0.0, 0.0, 0.892174, 0.407786, 0.472655, 0.556568, 0.406562, 0.485063, 0.540197, 0.393964, 0.543814, 0.527647, 0.586602, 0.229256, 0.808062, 1.0, 0.0, 0.0, 0.0, 0.878136, 0.401467, 0.529019, 0.418558, 0.413465, 0.485069, 0.421173, 0.532658, 0.646316, 0.43575, 0.493136, 0.34756, 0.272695, 1.0, 0.0, 0.0, 0.0, 1
0.005563, 0.0, 0.889299, 0.835358, 0.682184, 0.422896, 0.852215, 0.482275, 0.430454, 0.557901, 0.537195, 0.583471, 0.357057, 0.369642, 0.737086, 1.0, 0.0, 0.0, 0.0, 0.888696, 0.392873, 0.465667, 0.552434, 0.394906, 0.486043, 0.539186, 0.389641, 0.544517, 0.529104, 0.598036, 0.240762, 0.810019, 1.0, 0.0, 0.0, 0.0, 0.874552, 0.400847, 0.530244, 0.41641, 0.414466, 0.487395, 0.423348, 0.53317, 0.644828, 0.435557, 0.502735, 0.332931, 0.269116, 1.0, 0.0, 0.0, 0.0, 1
0.013116, 0.0, 0.894834, 0.834055, 0.683015, 0.416883, 0.852369, 0.48506, 0.418328, 0.5564, 0.538018, 0.584492, 0.353269, 0.374504, 0.743062, 1.0, 0.0, 0.0, 0.0, 0.892174, 0.396829, 0.4657, 0.559098, 0.404352, 0.482185, 0.54073, 0.3926, 0.543917, 0.538717, 0.590084, 0.23306, 0.812582, 1.0, 0.0, 0.0, 0.0, 0.878136, 0.399099, 0.529033, 0.415883, 0.414207, 0.485191, 0.420925, 0.53194, 0.65328, 0.434406, 0.494486, 0.346188, 0.271344, 1.0, 0.0, 0.0, 0.0, 1
0.007892, 0.0, 0.891144, 0.831676, 0.683922, 0.422415, 0.851123, 0.484475, 0.426492, 0.562489, 0.53691, 0.585389, 0.351745, 0.377339, 0.74011, 1.0, 0.0, 0.0, 0.0, 0.890435, 0.400352, 0.468, 0.555167, 0.398538, 0.483634, 0.540761, 0.397942, 0.543761, 0.531271, 0.58549, 0.234208, 0.814308, 1.0, 0.0, 0.0, 0.0, 0.876344, 0.400878, 0.530038, 0.417475, 0.414463, 0.487762, 0.422614, 0.531298, 0.647258, 0.43431, 0.502673, 0.337409, 0.272484, 1.0, 0.0, 0.0, 0.0, 1
