0.28846,0.2451,0.18072,0.023006,0.11276,0.11498,0.32019,0.028726,0.47273,0.39535,0.87097,0.375
0.53846,0.14706,0.33735,0.2431,0.16024,0.17596,0.63341,0.2674,0.34545,0.33721,0.20968,0.3333325
0.25962,0.23039,0.12048,0.092025,0.094955,0.02439,0.27146,0.15095,0.2,0.33721,0.12903,0.3333325
0.22115,0.15686,0.16265,0.16718,0.12166,0.17073,0.2877,0.14748,0.45455,0.17442,0.45161,0.375
0.36538,0.12745,0.36145,0.023006,0.10979,0.15679,0.36195,0.12512,0.3,0.37209,0.33871,0.4166675
0.28846,0.13725,0.18675,0.087423,0.077151,0.10801,0.37355,0.090418,0.47273,0.51163,0.74194,0.375
0.19231,0.14706,0.12048,0.021472,0.10089,0.12892,0.33643,0.099287,0.44545,0.19767,0.35484,0.375
0.28846,0.21569,0.21084,0.033742,0.086053,0.027875,0.35963,0.078851,0.33636,0.36047,0.64516,0.375
0.42308,0.18627,0.23494,0.11043,0.089021,0.16376,0.46172,0.20224,0.53636,0.33721,0.24194,0.375
0.22115,0.32353,0.084337,0.15031,0.083086,0.055749,0.25522,0.17139,0.6,0.26744,0.32258,0.3333325
0.25,0.16667,0.19277,0.075153,0.11869,0.13589,0.38747,0.15211,0.42727,0.53488,0.19355,0.375
0.28846,0.14706,0.18072,0.097393,0.10386,0.13937,0.39443,0.1444,0.48182,0.39535,0.41935,0.375
0.45192,0.14706,0.24096,0.14264,0.080119,0.076655,0.18329,0.15404,0.27273,0.23256,0.40323,0.375
0.25962,0.098039,0.20482,0.015337,0.091988,0.14286,0.32251,0.078851,0.54545,0.43023,0.56452,0.4583325
0.30769,0.039216,0.19277,0.10123,0.1454,0.069686,0.18561,0.18296,0.51818,0.18605,0.19355,0.375
0.27885,0.16667,0.13855,0.10123,0.086053,0.20557,0.48956,0.15597,0.38182,0.15116,0.24194,0.3333325
0.25962,0.068627,0.26506,0.18405,0.1276,0.21951,0.34571,0.18836,0.49091,0.55814,0.37097,0.4166675
0.36538,0.20098,0.19277,0.21472,0.16024,0.10453,0.44548,0.20995,0.25455,0.26744,0.19355,0.3333325
0.18269,0.13725,0.12048,0.2362,0.10386,0.13589,0.2413,0.2219,0.45455,0.27907,0.14516,0.375
0.22115,0.078431,0.16265,0.18405,0.1632,0.21254,0.35499,0.23694,0.85455,0.24419,0.14516,0.3333325
0.21154,0.098039,0.16265,0.013804,0.23739,0.1324,0.3109,0.10006,0.7,0.46512,0.45161,0.375
0.26923,0.12745,0.36145,0.0076687,0.37389,0.20557,0.31323,0.10777,0.36364,0.19767,0.20968,0.4166675
0.375,0.21569,0.25301,0.21012,0.10682,0.14983,0.47332,0.23115,0.41818,0.47674,0.19355,0.3333325
0.31731,0.16667,0.1506,0.015337,0.10979,0.16725,0.39907,0.10391,0.43636,0.23256,0.48387,0.4166675
0.22115,0.19608,0.19277,0.029141,0.097923,0.073171,0.48608,0.12319,0.5,0.44186,0.29032,0.3333325
0.23077,0.17157,0.14458,0.016871,0.089021,0.47561,0.61021,0.14286,0.73636,0.36047,0.25806,0.2916675
0.21154,0.13725,0.13855,0.067485,0.10682,0.027875,0.26218,0.10603,0.2,0.47674,0.32258,0.375
0.46154,0.39706,0.1747,0.053681,0.050445,0.059233,0.21346,0.090418,0.26364,0.18605,0.70968,0.3333325
0.24038,0.40686,0.13253,0.018405,0.10979,0.10105,0.30394,0.11163,0.60909,0.37209,0.3871,0.375
0.26923,0.54902,0.16867,0.058282,0.068249,0.059233,0.16009,0.062657,0.35455,0.46512,0.79032,0.375
0.30769,0.068627,0.1747,0.24233,0.1454,0.14983,0.23434,0.20609,0.39091,0.17442,0.27419,0.375
0.25,0.16667,0.44578,0.11043,0.10682,0.17422,0.46404,0.16368,0.44545,0.23256,0.19355,0.375
0.11538,0.2451,0.096386,0.013804,0.11869,0.027875,0.20418,0.08849,0.69091,0.25581,0.43548,0.375
0.375,0.19608,0.23494,0.1273,0.080119,0.020906,0.25058,0.12319,0.30909,0.18605,0.64516,0.4166675
0.28846,0.43137,0.15663,0.078221,0.086053,0.087108,0.28074,0.055716,0.35455,0.05814,0.80645,0.4166675
0.23077,0.18627,0.29518,0.01227,0.12166,0.062718,0.15081,0.11548,0.54545,0.25581,0.29032,0.375
0.375,0.21569,0.20482,0.0092025,0.11573,0.0069686,0.25522,0.071911,0.41818,0.13953,0.66129,0.375
