0.418026, 0.361091, 0.362107, 0.604016, 0.417951, 0.606001, 0.404698, 0.476938, 0.344622, 0.603403, 0.598293, 0.316985, 0.565749, 0.493964, 0.605961, 0.268349, 0.63154, 0.544075, 0.547281, 0.587179, 0.645096, 0.328557, 0.57052, 0.675512, 0.720523, 0.48807, 0.571048, 0.588659, 0.581383, 0.507265, 0.675744, 0.561413, 0.590039, 0.552263, 0.331467, 0.505857, 0.642725, 0.622063, 0.608984, 0.647821, 0.725007, 0.410658, 0.357096, 0.65475, 0.443151, 0.622644, 0.383635, 0.487727, 0.599285, 0.40724, 3.0
0.605396, 0.455464, 0.529583, 0.733096, 0.41374, 0.696397, 0.627885, 0.295487, 0.596551, 0.605784, 0.370673, 0.462738, 0.556038, 0.644551, 0.641404, 0.263613, 0.745131, 0.290293, 0.493008, 0.639434, 0.258864, 0.569678, 0.511968, 0.645731, 0.273499, 0.449529, 0.58156, 0.343272, 0.432856, 0.588184, 0.26096, 0.368194, 0.602173, 0.67704, 0.618936, 0.592257, 0.784489, 0.39908, 0.660252, 0.477079, 0.670192, 0.371886, 0.358088, 0.334607, 0.541075, 0.677976, 0.496055, 0.285842, 0.263786, 0.302205, 3.0
0.707991, 0.705649, 0.510296, 0.710972, 0.677034, 0.673568, 0.442213, 0.539474, 0.468848, 0.544218, 0.765787, 0.690748, 0.346633, 0.387951, 0.63249, 0.465277, 0.610584, 0.507157, 0.380644, 0.721255, 0.540124, 0.717952, 0.683823, 0.544052, 0.711293, 0.732081, 0.627239, 0.546582, 0.527031, 0.462475, 0.42998, 0.580044, 0.45167, 0.30608, 0.729443, 0.685234, 0.661644, 0.514776, 0.749376, 0.684227, 0.679779, 0.6717, 0.449843, 0.657122, 0.715335, 0.632657, 0.565949, 0.373624, 0.277573, 0.505505, 1.0
0.695536, 0.653811, 0.431421, 0.316323, 0.682511, 0.459855, 0.293628, 0.570154, 0.5004, 0.494781, 0.73655, 0.474834, 0.315668, 0.335664, 0.469768, 0.685922, 0.483232, 0.504934, 0.541725, 0.320707, 0.367801, 0.654351, 0.242987, 0.641957, 0.26366, 0.565051, 0.403061, 0.300218, 0.596785, 0.368856, 0.477775, 0.450077, 0.523464, 0.667529, 0.575361, 0.589253, 0.332767, 0.513322, 0.570849, 0.516604, 0.710092, 0.677808, 0.706215, 0.339288, 0.371027, 0.734991, 0.754305, 0.615262, 0.638956, 0.511169, 2.0
0.353413, 0.346586, 0.340823, 0.742182, 0.525868, 0.52919, 0.394172, 0.432787, 0.370651, 0.568778, 0.525501, 0.283607, 0.612849, 0.531019, 0.58746, 0.349424, 0.678201, 0.623397, 0.484739, 0.572724, 0.698679, 0.319886, 0.528756, 0.637644, 0.683062, 0.397087, 0.648811, 0.545509, 0.593936, 0.514511, 0.607636, 0.47187, 0.648485, 0.586915, 0.422844, 0.460862, 0.706801, 0.568172, 0.540352, 0.742591, 0.735567, 0.397281, 0.432288, 0.618646, 0.474546, 0.560991, 0.303489, 0.510743, 0.550005, 0.400134, 3.0
0.332362, 0.606665, 0.430755, 0.380372, 0.702835, 0.554138, 0.356164, 0.611728, 0.414134, 0.440901, 0.37889, 0.688358, 0.662911, 0.511598, 0.566477, 0.327173, 0.630745, 0.739785, 0.62545, 0.439115, 0.714882, 0.695789, 0.525884, 0.522067, 0.720649, 0.295629, 0.724992, 0.580569, 0.709507, 0.340882, 0.609511, 0.599867, 0.553729, 0.621573, 0.543943, 0.589221, 0.495043, 0.62976, 0.539706, 0.298244, 0.360397, 0.305257, 0.610778, 0.738186, 0.66249, 0.626126, 0.364932, 0.487658, 0.650992, 0.263849, 1.0
0.336552, 0.592553, 0.419084, 0.361485, 0.722232, 0.561788, 0.388486, 0.622598, 0.435704, 0.444526, 0.363567, 0.636761, 0.655002, 0.548, 0.552356, 0.306315, 0.587731, 0.702329, 0.618699, 0.462907, 0.743495, 0.662124, 0.43911, 0.499792, 0.685579, 0.32043, 0.689983, 0.54032, 0.666902, 0.334367, 0.602166, 0.527901, 0.552175, 0.553896, 0.522177, 0.625756, 0.497957, 0.689735, 0.545869, 0.263099, 0.380447, 0.278502, 0.560923, 0.722415, 0.696369, 0.577303, 0.414597, 0.375129, 0.61251, 0.269434, 1.0
0.526042, 0.681079, 0.766235, 0.481861, 0.629979, 0.494853, 0.704017, 0.688223, 0.348817, 0.252648, 0.44085, 0.497458, 0.587518, 0.297914, 0.510969, 0.740824, 0.64732, 0.479606, 0.294168, 0.688161, 0.532831, 0.633118, 0.401091, 0.607312, 0.391208, 0.567147, 0.526493, 0.420986, 0.6565, 0.516201, 0.61341, 0.702976, 0.32578, 0.601899, 0.503266, 0.723238, 0.616214, 0.351445, 0.425368, 0.67562, 0.428229, 0.259669, 0.414442, 0.386753, 0.355355, 0.381346, 0.306954, 0.338259, 0.741539, 0.497741, 2.0
0.482309, 0.400114, 0.440489, 0.700809, 0.520998, 0.663097, 0.525997, 0.529664, 0.439092, 0.607994, 0.636162, 0.380459, 0.599572, 0.618943, 0.67147, 0.331768, 0.681852, 0.653437, 0.560482, 0.653855, 0.6884, 0.367209, 0.604837, 0.546249, 0.693332, 0.561315, 0.650435, 0.636805, 0.589121, 0.544118, 0.625581, 0.585849, 0.66689, 0.658138, 0.452254, 0.53501, 0.722835, 0.490938, 0.591541, 0.751953, 0.689402, 0.380527, 0.427389, 0.672667, 0.445473, 0.697103, 0.357732, 0.527438, 0.566265, 0.418304, 3.0
0.618181, 0.473196, 0.526539, 0.712841, 0.410136, 0.697392, 0.624831, 0.298956, 0.583988, 0.610385, 0.382107, 0.452274, 0.572228, 0.645068, 0.628301, 0.270474, 0.736838, 0.291086, 0.486184, 0.632965, 0.265692, 0.569753, 0.504881, 0.648052, 0.268422, 0.455954, 0.584055, 0.355398, 0.436011, 0.594669, 0.247199, 0.360813, 0.606105, 0.66841, 0.617045, 0.599096, 0.790044, 0.394802, 0.671967, 0.46191, 0.673013, 0.375363, 0.36527, 0.325136, 0.539261, 0.671337, 0.494942, 0.290372, 0.251694, 0.298447, 3.0
