0.666006, 0.371918, 0.631806, 0.70238, 0.553956, 0.549753, 0.483231, 0.729468, 0.670919, 0.287149, 0.564204, 0.62516, 0.775268, 0.339113, 0.68181, 0.439491, 0.551383, 0.296587, 0.576899, 0.510819, 0.622481, 0.595406, 0.296104, 0.37997, 0.81203, 0.504019, 0.523057, 0.375555, 0.24828, 0.518365, 0.499498, 0.557265, 0.351236, 0.66734, 0.677419, 0.773099, 0.857069, 0.467384, 0.774029, 0.394968, 0.86458, 0.518022, 0.623268, 0.774106, 0.729807, 0.35308, 0.57122, 0.456365, 0.378987, 0.471202, 1.0
0.730361, 0.436437, 0.724383, 0.444623, 0.306504, 0.253973, 0.236923, 0.321185, 0.527259, 0.606936, 0.656396, 0.415893, 0.252906, 0.471338, 0.474634, 0.341614, 0.773454, 0.400535, 0.647924, 0.576886, 0.593865, 0.504274, 0.465975, 0.611882, 0.33963, 0.601965, 0.44854, 0.62765, 0.40305, 0.245853, 0.643493, 0.619168, 0.336756, 0.488232, 0.56358, 0.334682, 0.283105, 0.549401, 0.691752, 0.637892, 0.574228, 0.546225, 0.693931, 0.312575, 0.756925, 0.270562, 0.567071, 0.306499, 0.655893, 0.466521, 3.0
0.535312, 0.667008, 0.748743, 0.47062, 0.633488, 0.526411, 0.72645, 0.702085, 0.350858, 0.237857, 0.462688, 0.486673, 0.595951, 0.295362, 0.488681, 0.719736, 0.632732, 0.490717, 0.277229, 0.674724, 0.55159, 0.616537, 0.381367, 0.595595, 0.410751, 0.582228, 0.515414, 0.41593, 0.647396, 0.498959, 0.636448, 0.695595, 0.335996, 0.589631, 0.51134, 0.71459, 0.619157, 0.332434, 0.457639, 0.66097, 0.418422, 0.283239, 0.441615, 0.380053, 0.340568, 0.362194, 0.329695, 0.350923, 0.713637, 0.477302, 2.0
0.726508, 0.444439, 0.726667, 0.429788, 0.316272, 0.27778, 0.235649, 0.341332, 0.539429, 0.615535, 0.658495, 0.429919, 0.267169, 0.495274, 0.485188, 0.319396, 0.788804, 0.401174, 0.66023, 0.588088, 0.611764, 0.507635, 0.462331, 0.621377, 0.325117, 0.595362, 0.422976, 0.612648, 0.423546, 0.248691, 0.643515, 0.596509, 0.347985, 0.487394, 0.587217, 0.322402, 0.309277, 0.557556, 0.668546, 0.622147, 0.588562, 0.526158, 0.700865, 0.287645, 0.738397, 0.274697, 0.570939, 0.302941, 0.639131, 0.463781, 3.0
0.530733, 0.668712, 0.747441, 0.467461, 0.636984, 0.522014, 0.726847, 0.70188, 0.350068, 0.230572, 0.471994, 0.486476, 0.600745, 0.302602, 0.486737, 0.721191, 0.635174, 0.489596, 0.275042, 0.679327, 0.550189, 0.613601, 0.391127, 0.600655, 0.409716, 0.579613, 0.51916, 0.414976, 0.640795, 0.500086, 0.630851, 0.694191, 0.333516, 0.591451, 0.504585, 0.706455, 0.616321, 0.327307, 0.457462, 0.66779, 0.417422, 0.279843, 0.437713, 0.382492, 0.333503, 0.364469, 0.330802, 0.35194, 0.719358, 0.476631, 2.0
0.608343, 0.458121, 0.527456, 0.729009, 0.412573, 0.69417, 0.630111, 0.297968, 0.591358, 0.601352, 0.372284, 0.460431, 0.559796, 0.638315, 0.637967, 0.25646, 0.738122, 0.285991, 0.491268, 0.638727, 0.25877, 0.574447, 0.517451, 0.642547, 0.276726, 0.449862, 0.582263, 0.348208, 0.429249, 0.584418, 0.258255, 0.366061, 0.599233, 0.674939, 0.616974, 0.59114, 0.779056, 0.3938, 0.665786, 0.478798, 0.66653, 0.377692, 0.355758, 0.337384, 0.538344, 0.675062, 0.496725, 0.286689, 0.262483, 0.295173, 3.0
0.507733, 0.40999, 0.457695, 0.512632, 0.332922, 0.643605, 0.541367, 0.28564, 0.265276, 0.702409, 0.694398, 0.516409, 0.599035, 0.55319, 0.766298, 0.239801, 0.727621, 0.368634, 0.441349, 0.354815, 0.841364, 0.526206, 0.434062, 0.706612, 0.609078, 0.442486, 0.704078, 0.388246, 0.629916, 0.247472, 0.692989, 0.530272, 0.532392, 0.738228, 0.529636, 0.399921, 0.478037, 0.524868, 0.501241, 0.526923, 0.727845, 0.370214, 0.301205, 0.402984, 0.59408, 0.615138, 0.368524, 0.496252, 0.654398, 0.257064, 3.0
0.641288, 0.47517, 0.527382, 0.705992, 0.452756, 0.73901, 0.618278, 0.334412, 0.645193, 0.633582, 0.309496, 0.504388, 0.551426, 0.632337, 0.649865, 0.277148, 0.682843, 0.344785, 0.501132, 0.598813, 0.223362, 0.546109, 0.510936, 0.629269, 0.229256, 0.479703, 0.604894, 0.331672, 0.472105, 0.597294, 0.269988, 0.3244, 0.6456, 0.646678, 0.560731, 0.624976, 0.730145, 0.452135, 0.639655, 0.43826, 0.701262, 0.325288, 0.360022, 0.353669, 0.527122, 0.673462, 0.478613, 0.314672, 0.306634, 0.25681, 3.0
0.614345, 0.455432, 0.514552, 0.677781, 0.388842, 0.727575, 0.629742, 0.31057, 0.604953, 0.588595, 0.418668, 0.43242, 0.557153, 0.68385, 0.644736, 0.232144, 0.750776, 0.305869, 0.532514, 0.62843, 0.217535, 0.550401, 0.547834, 0.613934, 0.229916, 0.452548, 0.551323, 0.382248, 0.45802, 0.620188, 0.290867, 0.348728, 0.585088, 0.722962, 0.655644, 0.581513, 0.778548, 0.359524, 0.651837, 0.492321, 0.700525, 0.363817, 0.335171, 0.350982, 0.548551, 0.680162, 0.484326, 0.255806, 0.222518, 0.344179, 3.0
0.526836, 0.681624, 0.734551, 0.488497, 0.639909, 0.516076, 0.734191, 0.700139, 0.346016, 0.21941, 0.477856, 0.483443, 0.588127, 0.295276, 0.47307, 0.717706, 0.620457, 0.479097, 0.279665, 0.684559, 0.554973, 0.622974, 0.379013, 0.60796, 0.414665, 0.586635, 0.51582, 0.422993, 0.655565, 0.492287, 0.625082, 0.68508, 0.345887, 0.580665, 0.496948, 0.704359, 0.620623, 0.316118, 0.443494, 0.660974, 0.430958, 0.268468, 0.456477, 0.394853, 0.329031, 0.375381, 0.321067, 0.356869, 0.709884, 0.481311, 2.0
