[0.574859, 0.390609, 0.521113, 0.751595, 0.398426, 0.666744, 0.601884, 0.323209, 0.528748, 0.614866, 0.388657, 0.400523, 0.593195, 0.620913, 0.637141, 0.28348, 0.704492, 0.249282, 0.55023, 0.602856, 0.248933, 0.515887, 0.549686, 0.612176, 0.244689, 0.407271, 0.59497, 0.331307, 0.495787, 0.60121, 0.261149, 0.296405, 0.654874, 0.634151, 0.610413, 0.619609, 0.752288, 0.449109, 0.626459, 0.466547, 0.72828, 0.380947, 0.359179, 0.374828, 0.504644, 0.682783, 0.473506, 0.214972, 0.27233, 0.290487, 3.0]
[0.703279, 0.689701, 0.506135, 0.711241, 0.684544, 0.65534, 0.426126, 0.538923, 0.450951, 0.544344, 0.774271, 0.706646, 0.338066, 0.377928, 0.614097, 0.455583, 0.628158, 0.500093, 0.369936, 0.723585, 0.537587, 0.718439, 0.677004, 0.530221, 0.72839, 0.74931, 0.622426, 0.526918, 0.549969, 0.436929, 0.424946, 0.569693, 0.448382, 0.301093, 0.746908, 0.674719, 0.64782, 0.508142, 0.729423, 0.663927, 0.659762, 0.666755, 0.44734, 0.645119, 0.69745, 0.618018, 0.549964, 0.367397, 0.277472, 0.483205, 1.0]
[0.377057, 0.380616, 0.366473, 0.595799, 0.547113, 0.64448, 0.450576, 0.407623, 0.326477, 0.580132, 0.656711, 0.384718, 0.551548, 0.590066, 0.617628, 0.327794, 0.717333, 0.626579, 0.571308, 0.600824, 0.674834, 0.335891, 0.659775, 0.597109, 0.705219, 0.48077, 0.631686, 0.588436, 0.547366, 0.51841, 0.629084, 0.582995, 0.737255, 0.613592, 0.455166, 0.473971, 0.759713, 0.531784, 0.519549, 0.664538, 0.709208, 0.394515, 0.392815, 0.560772, 0.504609, 0.680115, 0.402674, 0.408768, 0.548217, 0.427632, 3.0]
[0.728879, 0.448496, 0.725714, 0.438488, 0.320166, 0.279398, 0.228899, 0.342422, 0.547467, 0.61529, 0.656265, 0.429508, 0.26457, 0.49123, 0.489135, 0.322107, 0.779862, 0.411743, 0.661844, 0.586267, 0.607744, 0.516526, 0.462901, 0.621442, 0.317083, 0.597916, 0.418342, 0.612085, 0.418312, 0.2522, 0.637134, 0.587886, 0.343627, 0.481345, 0.589792, 0.32052, 0.302514, 0.569814, 0.671881, 0.61202, 0.595748, 0.523652, 0.714102, 0.285565, 0.742911, 0.281953, 0.567551, 0.307997, 0.63148, 0.456832, 3.0]
[0.707092, 0.703782, 0.509925, 0.710622, 0.678567, 0.669577, 0.439996, 0.539318, 0.466188, 0.544295, 0.767208, 0.693279, 0.345471, 0.385907, 0.630145, 0.464144, 0.613401, 0.506208, 0.379454, 0.724085, 0.539662, 0.71776, 0.685395, 0.542334, 0.714135, 0.734526, 0.625895, 0.543022, 0.530595, 0.458646, 0.428655, 0.577149, 0.450611, 0.304864, 0.73212, 0.683104, 0.660246, 0.513253, 0.745713, 0.681191, 0.675648, 0.670799, 0.449827, 0.655674, 0.71323, 0.629833, 0.563579, 0.373503, 0.277889, 0.501735, 1.0]
[0.575468, 0.458315, 0.518987, 0.720811, 0.4062, 0.692881, 0.598905, 0.31966, 0.583753, 0.582986, 0.392195, 0.455489, 0.532503, 0.659852, 0.662141, 0.253281, 0.746643, 0.274683, 0.518376, 0.61927, 0.234387, 0.580451, 0.539008, 0.627381, 0.28193, 0.459427, 0.582164, 0.34076, 0.455791, 0.587308, 0.266831, 0.374107, 0.592304, 0.688367, 0.62756, 0.578532, 0.794974, 0.388655, 0.664229, 0.483441, 0.644032, 0.353625, 0.369527, 0.307179, 0.546451, 0.679286, 0.523309, 0.288616, 0.276467, 0.319202, 3.0]
[0.728197, 0.445343, 0.726759, 0.432748, 0.314227, 0.278395, 0.234234, 0.34439, 0.539908, 0.61647, 0.657241, 0.430233, 0.271457, 0.495788, 0.488382, 0.320279, 0.784327, 0.40261, 0.658769, 0.584003, 0.614641, 0.511487, 0.465327, 0.617527, 0.321361, 0.593759, 0.42628, 0.614405, 0.426086, 0.251158, 0.640968, 0.594232, 0.34634, 0.483058, 0.586796, 0.320521, 0.304937, 0.560803, 0.667176, 0.61885, 0.588304, 0.526709, 0.705607, 0.288501, 0.739931, 0.274873, 0.572843, 0.299656, 0.637976, 0.464908, 3.0]
[0.692054, 0.677746, 0.499995, 0.702115, 0.698378, 0.638576, 0.407834, 0.53014, 0.440817, 0.538685, 0.769684, 0.722188, 0.327982, 0.369189, 0.606888, 0.449983, 0.645731, 0.487001, 0.359831, 0.715079, 0.53946, 0.71332, 0.664897, 0.521758, 0.742392, 0.75176, 0.61465, 0.510777, 0.565542, 0.412243, 0.419395, 0.560054, 0.449682, 0.299869, 0.754239, 0.663294, 0.63449, 0.506357, 0.715703, 0.650206, 0.644243, 0.662503, 0.444996, 0.631616, 0.677929, 0.608133, 0.537918, 0.363837, 0.269911, 0.468035, 1.0]
[0.735151, 0.448589, 0.721089, 0.439368, 0.311146, 0.27898, 0.232141, 0.346497, 0.543171, 0.612694, 0.658416, 0.428006, 0.271173, 0.490471, 0.493551, 0.326823, 0.787264, 0.40026, 0.65397, 0.587916, 0.617318, 0.512626, 0.461485, 0.611862, 0.3269, 0.595531, 0.423214, 0.610986, 0.424612, 0.250368, 0.644173, 0.59255, 0.345674, 0.478905, 0.581751, 0.31934, 0.311022, 0.559932, 0.671448, 0.623445, 0.587209, 0.522569, 0.705412, 0.284048, 0.744938, 0.280812, 0.575616, 0.30571, 0.644437, 0.468129, 3.0]
[0.418026, 0.361091, 0.362107, 0.604016, 0.417951, 0.606001, 0.404698, 0.476938, 0.344622, 0.603403, 0.598293, 0.316985, 0.565749, 0.493964, 0.605961, 0.268349, 0.63154, 0.544075, 0.547281, 0.587179, 0.645096, 0.328557, 0.57052, 0.675512, 0.720523, 0.48807, 0.571048, 0.588659, 0.581383, 0.507265, 0.675744, 0.561413, 0.590039, 0.552263, 0.331467, 0.505857, 0.642725, 0.622063, 0.608984, 0.647821, 0.725007, 0.410658, 0.357096, 0.65475, 0.443151, 0.622644, 0.383635, 0.487727, 0.599285, 0.40724, 3.0]
